windspeed,yr,temp,RushHour-Low,hum,cnt,relative_windspeed,relative_hum,atemp,workingday,isNoon,isDaylight,relative_temp,holiday,relative_atemp,RushHour-Med,RushHour-High,s_fall,s_spring,s_summer,s_winter,w_Acceptable,w_Bad,w_Chaos,w_Good,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,w_0,w_6,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,dteday,registered,casual
0.2836,0,0.48,0,0.59,198,0.4388142972165641,-0.01568121302919985,0.4697,0,0,1,1.84139246535977,0,1.7930943379889943,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.91030230586814,3.28030230586814,3.28030230586814,3.28030230586814,4.615406427278222,1.7400000000000002,2.91030230586814,2.74,2.7051041214100824,4.82060461173628,4.82060461173628,4.82060461173628,3.164801815541942,4.28030230586814,2.91030230586814,2011-03-05,118,80
0.2985,0,0.46,0,0.63,205,0.5437221738374864,0.15647664576151304,0.4545,0,0,1,1.6041835237186506,0,1.6090029338741405,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.83030230586814,3.12030230586814,3.12030230586814,3.12030230586814,4.367341169863748,1.58,2.83030230586814,2.58,2.5370388639956083,4.66060461173628,4.66060461173628,4.66060461173628,2.9967365581274685,4.12030230586814,2.83030230586814,2011-03-05,122,83
0.2985,0,0.48,0,0.59,204,0.5375113174904721,-0.024100926117700774,0.4697,0,0,1,1.7897640345460746,0,1.7465234491794641,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.91030230586814,3.28030230586814,3.28030230586814,3.28030230586814,4.615406427278222,1.7400000000000002,2.91030230586814,2.74,2.7051041214100824,4.82060461173628,4.82060461173628,4.82060461173628,3.164801815541942,4.28030230586814,2.91030230586814,2011-03-05,130,74
0.3582,0,0.48,0,0.59,164,0.9919908222941396,-0.028605720118652752,0.4697,0,0,1,1.7650163988125134,0,1.7217170841766787,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.91030230586814,3.28030230586814,3.28030230586814,3.28030230586814,4.615406427278222,1.7400000000000002,2.91030230586814,2.74,2.7051041214100824,4.82060461173628,4.82060461173628,4.82060461173628,3.164801815541942,4.28030230586814,2.91030230586814,2011-03-05,104,60
0.3284,0,0.48,0,0.59,152,0.7616423643930154,-0.03475565550258568,0.4697,0,0,0,1.7409790204095892,0,1.696586780081959,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.91030230586814,3.28030230586814,3.28030230586814,3.28030230586814,4.615406427278222,1.7400000000000002,2.91030230586814,2.74,2.7051041214100824,4.82060461173628,4.82060461173628,4.82060461173628,3.164801815541942,4.28030230586814,2.91030230586814,2011-03-05,115,37
0.3284,0,0.46,0,0.67,89,0.7586873760982937,0.31484312207084836,0.4545,0,0,0,1.5187583190916338,0,1.5204033811495554,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.46,2.46,2.46,2.46,4.25,0.46,2.46,1.46,2.79,3.92,3.92,3.92,2.79,2.92,2.46,2011-03-05,62,27
0.3284,0,0.44,0,0.77,70,0.7557437511607885,0.7533125231828026,0.4394,0,0,0,1.3039470639900181,0,1.3511333259365201,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.44,2.44,2.44,2.44,3.32,0.44,2.44,1.44,1.88,3.88,3.88,3.88,1.88,2.88,2.44,2011-03-05,58,12
0.3284,0,0.44,1,0.72,72,0.7497314308822407,0.5224848688883418,0.4394,0,0,0,1.2936222211327595,0,1.3391649132424275,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9803023058681397,1.9803023058681397,1.9803023058681397,1.9803023058681397,2.8603023058681396,0.44,1.9803023058681397,0.9803023058681397,1.4203023058681397,3.4203023058681397,3.4203023058681397,3.4203023058681397,1.4203023058681397,2.4203023058681397,1.9803023058681397,2011-03-05,60,12
0.2985,0,0.42,1,0.77,63,0.5152635050001724,0.7377963287263201,0.4242,0,0,0,1.0837597891586492,0,1.1745598545664644,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9603023058681397,1.9603023058681397,1.9603023058681397,1.9603023058681397,2.8003023058681396,0.42,1.9603023058681397,0.9603023058681397,1.3803023058681396,3.3803023058681396,3.3803023058681396,3.3803023058681396,1.3803023058681396,2.3803023058681396,1.9603023058681397,2011-03-05,47,16
0.2985,0,0.44,1,0.77,44,0.5128765828795924,0.7297859788052777,0.4394,0,0,0,1.2713665291554324,0,1.3134980455071905,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9803023058681397,1.9803023058681397,1.9803023058681397,1.9803023058681397,2.8603023058681396,0.44,1.9803023058681397,0.9803023058681397,1.4203023058681397,3.4203023058681397,3.4203023058681397,3.4203023058681397,1.4203023058681397,2.4203023058681397,1.9803023058681397,2011-03-05,34,10
0.3582,0,0.42,1,0.77,52,0.9603441242152067,0.723188174657639,0.4242,0,0,0,1.0608805605539546,0,1.1486758786710112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9603023058681397,1.9603023058681397,1.9603023058681397,1.9603023058681397,2.8003023058681396,0.42,1.9603023058681397,0.9603023058681397,1.3803023058681396,3.3803023058681396,3.3803023058681396,3.3803023058681396,1.3803023058681396,2.3803023058681396,1.9603023058681397,2011-03-06,41,11
0.2836,0,0.42,1,0.77,39,0.3878509043615794,0.7189820176034696,0.4242,0,0,0,1.0495136980624336,0,1.135746118309084,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9603023058681397,1.9603023058681397,1.9603023058681397,1.9603023058681397,2.8003023058681396,0.42,1.9603023058681397,0.9603023058681397,1.3803023058681396,3.3803023058681396,3.3803023058681396,3.3803023058681396,1.3803023058681396,2.3803023058681396,1.9603023058681397,2011-03-06,27,12
0.2836,0,0.4,1,0.82,32,0.38499127402627853,0.9392642052090626,0.4091,0,0,0,0.8431783288396301,0,0.9749134759684225,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9403023058681397,1.9403023058681397,1.9403023058681397,1.9403023058681397,2.7403023058681395,0.4,1.9403023058681397,0.9403023058681398,1.3403023058681398,3.3403023058681396,3.3403023058681396,3.3403023058681396,1.3403023058681398,2.3403023058681396,1.9403023058681397,2011-03-06,27,5
0.2985,0,0.42,1,0.82,11,0.49783657526895514,0.9360636329125696,0.4242,0,0,0,1.0294915988410132,0,1.1119161454471356,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9603023058681397,1.9603023058681397,1.9603023058681397,1.9603023058681397,2.8003023058681396,0.42,1.9603023058681397,0.9603023058681397,1.3803023058681396,3.3803023058681396,3.3803023058681396,3.3803023058681396,1.3803023058681396,2.3803023058681396,1.9603023058681397,2011-03-06,9,2
0.3582,0,0.42,1,0.88,3,0.9490206239033109,1.2039390069581866,0.4242,0,0,0,1.017885374565651,0,1.0987877148629965,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9603023058681397,1.9603023058681397,1.9603023058681397,1.9603023058681397,2.8003023058681396,0.42,1.9603023058681397,0.9603023058681397,1.3803023058681396,3.3803023058681396,3.3803023058681396,3.3803023058681396,1.3803023058681396,2.3803023058681396,1.9603023058681397,2011-03-06,3,0
0.3582,0,0.42,1,0.94,2,0.9393596042583745,1.4684778481999412,0.4242,0,0,0,1.0064236122522323,0,1.0861398639441024,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9603023058681397,1.9603023058681397,1.9603023058681397,1.9603023058681397,2.8003023058681396,0.42,1.9603023058681397,0.9603023058681397,1.3803023058681396,3.3803023058681396,3.3803023058681396,3.3803023058681396,1.3803023058681396,2.3803023058681396,1.9603023058681397,2011-03-06,1,1
0.4478,0,0.42,1,1.0,5,1.6046071254898535,1.7276179777360248,0.4242,0,0,1,0.9951016519346496,0,1.0740977814362092,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9603023058681397,1.9603023058681397,1.9603023058681397,1.9603023058681397,2.8003023058681396,0.42,1.9603023058681397,0.9603023058681397,1.3803023058681396,3.3803023058681396,3.3803023058681396,3.3803023058681396,1.3803023058681396,2.3803023058681396,1.9603023058681397,2011-03-06,5,0
0.2985,0,0.4,0,1.0,9,0.4600347860899721,1.7157514435680228,0.4091,0,0,1,0.7908101908494474,0,0.9166477052638834,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.4,2.4,2.4,3.2,0.4,2.4,1.4,1.8,3.8,3.8,3.8,1.8,2.8,2.4,2011-03-06,8,1
0.2836,0,0.42,0,1.0,22,0.3410972383841913,1.7040608624459712,0.4242,0,0,1,0.9745951925827717,0,1.0521142774860557,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,2.42,2.42,2.42,3.26,0.42,2.42,1.42,1.8399999999999999,3.84,3.84,3.84,1.8399999999999999,2.84,2.42,2011-03-06,18,4
0.2985,0,0.42,0,1.0,31,0.4447051704476115,1.6925415974910714,0.4242,0,0,1,0.9632441938874617,0,1.0410771266638932,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3803023058681396,2.2203023058681395,2.2203023058681395,2.2203023058681395,3.2203023058681395,0.6799999999999997,2.3803023058681396,1.6799999999999997,1.8399999999999999,3.7606046117362792,3.7606046117362792,3.7606046117362792,2.123869485171052,3.2203023058681395,2.3803023058681396,2011-03-06,27,4
0.2239,0,0.42,0,1.0,62,-0.12962778503938358,1.6811891816463556,0.4242,0,0,1,0.9520199701982864,0,1.0289239035466091,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.3803023058681396,2.2203023058681395,2.2203023058681395,2.2203023058681395,3.2203023058681395,0.6799999999999997,2.3803023058681396,1.6799999999999997,1.8399999999999999,3.7606046117362792,3.7606046117362792,3.7606046117362792,2.123869485171052,3.2203023058681395,2.3803023058681396,2011-03-06,44,18
0.3284,0,0.46,0,0.94,79,0.6618907305127147,1.4117361455467288,0.4545,0,1,1,1.3260794049120939,0,1.3095058884330357,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5203023058681397,2.5003023058681397,2.5003023058681397,2.5003023058681397,3.483588297382661,0.96,2.5203023058681397,1.96,1.9632859915145213,4.0406046117362795,4.0406046117362795,4.0406046117362795,2.422983685646382,3.5003023058681397,2.5203023058681397,2011-03-06,69,10
0.3582,0,0.46,0,0.94,105,0.8825170701758835,1.4067477992336908,0.4545,0,0,1,1.3096069374108879,0,1.2943549028283312,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5203023058681397,2.5003023058681397,2.5003023058681397,2.5003023058681397,3.483588297382661,0.96,2.5203023058681397,1.96,1.9632859915145213,4.0406046117362795,4.0406046117362795,4.0406046117362795,2.422983685646382,3.5003023058681397,2.5203023058681397,2011-03-06,83,22
0.2239,0,0.44,0,1.0,39,-0.16126780441447505,1.6548849801895458,0.4394,0,0,1,1.1035617700767493,0,1.1360534229967383,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9803023058681397,1.9803023058681397,1.9803023058681397,1.9803023058681397,2.8603023058681396,0.44,1.9803023058681397,1.44,1.88,2.9606046117362794,2.9606046117362794,2.9606046117362794,1.88,2.4203023058681397,1.9803023058681397,2011-03-06,27,12
0.2239,0,0.44,0,1.0,7,-0.16572171984666487,1.6319607329401529,0.4394,0,0,1,1.0954302959769102,0,1.1268329804346204,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.9803023058681397,1.9803023058681397,1.9803023058681397,1.9803023058681397,2.8603023058681396,0.44,1.9803023058681397,1.44,1.88,2.9606046117362794,2.9606046117362794,2.9606046117362794,1.88,2.4203023058681397,1.9803023058681397,2011-03-06,4,3
0.2836,0,0.36,0,1.0,11,0.2898985872118361,1.608165914361514,0.3333,0,0,1,0.3328062508792806,0,0.12076933597174488,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.9003023058681396,1.9003023058681396,1.9003023058681396,1.9003023058681396,2.62030230586814,0.36,1.9003023058681396,1.3599999999999999,1.72,2.8006046117362793,2.8006046117362793,2.8006046117362793,1.72,2.26030230586814,1.9003023058681396,2011-03-06,8,3
0.2985,0,0.34,0,1.0,25,0.396533729748599,1.5846304766265584,0.303,0,0,1,0.14697035024289817,0,-0.16085944456860898,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.8803023058681398,1.8803023058681398,1.8803023058681398,1.8803023058681398,2.56030230586814,0.34,1.8803023058681398,1.34,1.6800000000000002,2.7606046117362797,2.7606046117362797,2.7606046117362797,1.6800000000000002,2.22030230586814,1.8803023058681398,2011-03-06,23,2
0.3582,0,0.32,0,1.0,23,0.8579530760238099,1.5617296058721948,0.2879,0,0,0,-0.03744108433518093,0,-0.29737082125155034,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8603023058681398,1.8603023058681398,1.8603023058681398,1.8603023058681398,2.50030230586814,0.32,1.8603023058681398,1.32,1.6400000000000001,2.7206046117362797,2.7206046117362797,2.7206046117362797,1.6400000000000001,2.18030230586814,1.8603023058681398,2011-03-06,23,0
0.4925,0,0.3,0,1.0,11,1.9042792544173197,1.5395097010581078,0.2576,0,0,0,-0.2212310709757461,0,-0.5788831980727788,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,2.3,2.3,2.3,3.5999999999999996,0.3,2.3,1.3,2.3,3.5999999999999996,3.5999999999999996,3.5999999999999996,2.3,2.6,2.3,2011-03-06,11,0
0.4179,0,0.28,0,1.0,11,1.2899970301441095,1.5178594326492305,0.2424,0,0,0,-0.40526147800065204,0,-0.7159197300840364,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2800000000000002,2.2800000000000002,2.2800000000000002,2.2800000000000002,2.84,0.28,2.2800000000000002,1.28,1.56,3.5600000000000005,3.5600000000000005,3.5600000000000005,1.56,2.56,2.2800000000000002,2011-03-06,8,3
0.6119,0,0.24,1,0.93,7,2.7798017481902586,1.21076204604963,0.1818,0,0,0,-0.7847087310675659,0,-1.2899806927218138,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.7803023058681398,1.7803023058681398,1.7803023058681398,1.7803023058681398,2.26030230586814,0.24,1.7803023058681398,0.7803023058681398,1.0203023058681397,3.0203023058681397,3.0203023058681397,3.0203023058681397,1.0203023058681397,2.0203023058681397,1.7803023058681398,2011-03-06,6,1
0.3881,0,0.22,1,1.0,10,1.0014496980754002,1.4817579706272066,0.19699999999999998,0,0,0,-0.9687426945123293,0,-1.127865524408,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7603023058681397,1.7603023058681397,1.7603023058681397,1.7603023058681397,2.2003023058681395,0.22,1.7603023058681397,0.7603023058681397,0.9803023058681397,2.9803023058681397,2.9803023058681397,2.9803023058681397,0.9803023058681397,1.9803023058681397,1.7603023058681397,2011-03-06,10,0
0.4179,0,0.22,1,1.0,9,1.2158188157594663,1.4617857444584943,0.19699999999999998,0,0,0,-0.9574532217207578,0,-1.1143371659576378,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7603023058681397,1.7603023058681397,1.7603023058681397,1.7603023058681397,2.2003023058681395,0.22,1.7603023058681397,0.7603023058681397,0.9803023058681397,2.9803023058681397,2.9803023058681397,2.9803023058681397,0.9803023058681397,1.9803023058681397,1.7603023058681397,2011-03-06,9,0
0.1343,0,0.26,1,0.6,34,-1.0144188811039039,0.004906090656893832,0.2727,0,0,0,-0.9490997113513697,0,-0.6363507698224902,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8003023058681398,1.8003023058681398,1.8003023058681398,1.8003023058681398,2.3203023058681396,0.26,1.8003023058681398,0.8003023058681398,1.0603023058681398,3.06030230586814,3.06030230586814,3.06030230586814,1.0603023058681398,2.06030230586814,1.8003023058681398,2011-03-12,30,4
0.19399999999999998,0,0.24,1,0.65,18,-0.4865268543653491,0.16359990136322797,0.2273,0,0,0,-1.2136028504362373,0,-1.2181680973083395,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7803023058681398,1.7803023058681398,1.7803023058681398,1.7803023058681398,2.26030230586814,0.24,1.7803023058681398,0.7803023058681398,1.0203023058681397,3.0203023058681397,3.0203023058681397,3.0203023058681397,1.0203023058681397,2.0203023058681397,1.7803023058681398,2011-03-12,15,3
0.19399999999999998,0,0.24,1,0.65,14,-0.4865268543653491,0.16458139801545577,0.2273,0,0,0,-1.2040337487866966,0,-1.2088659980571193,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7803023058681398,1.7803023058681398,1.7803023058681398,1.7803023058681398,2.26030230586814,0.24,1.7803023058681398,0.7803023058681398,1.0203023058681397,3.0203023058681397,3.0203023058681397,3.0203023058681397,1.0203023058681397,2.0203023058681397,1.7803023058681398,2011-03-12,14,0
0.2537,0,0.24,1,0.65,7,0.03362893588217818,0.16556350551507837,0.2273,0,0,0,-1.1945849200416587,0,-1.1996781842903788,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7803023058681398,1.7803023058681398,1.7803023058681398,1.7803023058681398,2.26030230586814,0.24,1.7803023058681398,0.7803023058681398,1.0203023058681397,3.0203023058681397,3.0203023058681397,3.0203023058681397,1.0203023058681397,2.0203023058681397,1.7803023058681398,2011-03-12,6,1
0.2537,0,0.24,1,0.65,1,0.0305651211013335,0.1665462271963787,0.2273,0,0,0,-1.18525337415139,0,-1.1906018911787153,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7803023058681398,1.7803023058681398,1.7803023058681398,1.7803023058681398,2.26030230586814,0.24,1.7803023058681398,0.7803023058681398,1.0203023058681397,3.0203023058681397,3.0203023058681397,3.0203023058681397,1.0203023058681397,2.0203023058681397,1.7803023058681398,2011-03-12,1,0
0.19399999999999998,0,0.22,1,0.69,2,-0.49360020047322106,0.2955099851599932,0.2273,0,0,0,-1.4437517851915764,0,-1.1800657904581509,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7603023058681397,1.7603023058681397,1.7603023058681397,1.7603023058681397,2.2003023058681395,0.22,1.7603023058681397,0.7603023058681397,0.9803023058681397,2.9803023058681397,2.9803023058681397,2.9803023058681397,0.9803023058681397,1.9803023058681397,1.7603023058681397,2011-03-12,2,0
0.2537,0,0.22,1,0.75,4,0.02143222137768754,0.488777239218945,0.2121,0,0,0,-1.4318289408645557,0,-1.3633116873265994,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7603023058681397,1.7603023058681397,1.7603023058681397,1.7603023058681397,2.2003023058681395,0.22,1.7603023058681397,0.7603023058681397,0.9803023058681397,2.9803023058681397,2.9803023058681397,2.9803023058681397,0.9803023058681397,1.9803023058681397,1.7603023058681397,2011-03-12,2,2
0.19399999999999998,0,0.24,1,0.7,23,-0.510603981858454,0.33124293022072504,0.2273,0,0,1,-1.1525302388597083,0,-1.1568587632897427,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7803023058681398,1.7803023058681398,1.7803023058681398,1.7803023058681398,2.26030230586814,0.24,1.7803023058681398,0.7803023058681398,1.0203023058681397,3.0203023058681397,3.0203023058681397,3.0203023058681397,1.0203023058681397,2.0203023058681397,1.7803023058681398,2011-03-12,19,4
0.1642,0,0.26,0,0.65,53,-0.7723363583559915,0.1758076980257955,0.2576,0,0,1,-0.8797773338815317,0,-0.7688002140129778,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,2.26,2.26,2.26,2.7800000000000002,0.26,2.26,1.26,1.52,3.5199999999999996,3.5199999999999996,3.5199999999999996,1.52,2.52,2.26,2011-03-12,44,9
0.1045,0,0.28,0,0.65,101,-1.2938229628709002,0.18038053280748514,0.2879,0,0,1,-0.6115158776665096,0,-0.3865541658408215,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2800000000000002,2.2800000000000002,2.2800000000000002,2.2800000000000002,2.84,0.28,2.2800000000000002,1.28,1.56,3.5600000000000005,3.5600000000000005,3.5600000000000005,1.56,2.56,2.2800000000000002,2011-03-12,76,25
0.2239,0,0.32,0,0.66,99,-0.24228855911083172,0.21837302935856875,0.303,0,0,1,-0.08304071814623962,0,-0.19649928834285457,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5203023058681397,2.50030230586814,2.50030230586814,2.50030230586814,3.343588297382661,0.9600000000000002,2.5203023058681397,1.9600000000000002,1.8232859915145212,4.0406046117362795,4.0406046117362795,4.0406046117362795,2.282983685646381,3.50030230586814,2.5203023058681397,2011-03-12,78,21
0.3284,0,0.34,0,0.49,119,0.6689985584578063,-0.32144632563468967,0.303,0,0,1,0.17867656735290963,0,-0.19649928834285457,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7303023058681397,2.92030230586814,2.92030230586814,2.92030230586814,3.962259598095656,1.3800000000000001,2.7303023058681397,2.38,2.231957292227516,4.460604611736279,4.460604611736279,4.460604611736279,2.691654986359376,3.92030230586814,2.7303023058681397,2011-03-12,83,36
0.2836,0,0.34,0,0.53,158,0.2702402875374684,-0.18377635720654123,0.3182,0,1,1,0.17558962924674582,0,-0.0075716104593638025,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6903023058681397,2.84030230586814,2.84030230586814,2.84030230586814,3.848226969388419,1.3000000000000003,2.6903023058681397,2.3000000000000003,2.157924663520279,4.380604611736279,4.380604611736279,4.380604611736279,2.617622357652139,3.84030230586814,2.6903023058681397,2011-03-12,107,51
