,dteday,lm_predications,predicted_lvl_1_cnt,cnt
516,2012-12-16,395.890070438385,395.890070438385,417
517,2012-12-16,403.2796587944031,403.2796587944031,356
518,2012-12-16,402.6282916069031,402.6282916069031,310
519,2012-12-16,391.533625125885,391.533625125885,338
520,2012-12-16,361.979914188385,361.979914188385,400
521,2012-12-16,344.433039188385,344.433039188385,243
522,2012-12-16,181.06682920455933,181.06682920455933,107
523,2012-12-16,255.82501411437988,255.82501411437988,109
524,2012-12-16,212.37946844100952,212.37946844100952,122
525,2012-12-16,133.75498008728027,133.75498008728027,106
526,2012-12-16,113.9189772605896,113.9189772605896,89
527,2012-12-16,75.64731407165527,75.64731407165527,33
528,2012-12-22,46.95144033432007,46.95144033432007,31
529,2012-12-22,36.09426259994507,36.09426259994507,35
530,2012-12-22,20.25539541244507,20.25539541244507,23
531,2012-12-22,-0.35239267349243164,-0.35239267349243164,7
532,2012-12-22,13.275292873382568,13.275292873382568,5
533,2012-12-22,-9.998022556304932,-9.998022556304932,5
534,2012-12-22,-4.256933689117432,-4.256933689117432,13
535,2012-12-22,5.722924709320068,5.722924709320068,20
536,2012-12-22,33.15360450744629,33.15360450744629,29
537,2012-12-22,106.03061866760254,106.03061866760254,90
538,2012-12-22,194.2354507446289,194.2354507446289,118
539,2012-12-22,253.82192993164062,253.82192993164062,159
540,2012-12-22,282.409791469574,282.409791469574,146
541,2012-12-22,301.356915473938,301.356915473938,158
542,2012-12-22,298.245587348938,298.245587348938,161
543,2012-12-22,285.89112615585327,285.89112615585327,153
544,2012-12-22,257.16922092437744,257.16922092437744,147
545,2012-12-22,240.81460571289062,240.81460571289062,114
546,2012-12-22,182.38637113571167,182.38637113571167,82
547,2012-12-22,177.48236989974976,177.48236989974976,60
548,2012-12-22,129.4594464302063,129.4594464302063,61
549,2012-12-22,112.7676830291748,112.7676830291748,53
550,2012-12-22,93.2031078338623,93.2031078338623,39
551,2012-12-22,78.2601146697998,78.2601146697998,40
552,2012-12-23,63.365461349487305,63.365461349487305,27
553,2012-12-23,55.324445724487305,55.324445724487305,20
554,2012-12-23,42.441078186035156,42.441078186035156,18
555,2012-12-23,19.014686584472656,19.014686584472656,9
556,2012-12-23,3.1785049438476562,3.1785049438476562,4
557,2012-12-23,21.724159240722656,21.724159240722656,6
558,2012-12-23,9.573605060577393,9.573605060577393,9
559,2012-12-23,18.067867755889893,18.067867755889893,19
560,2012-12-23,46.80490827560425,46.80490827560425,48
561,2012-12-23,114.54058170318604,114.54058170318604,56
562,2012-12-23,168.30771207809448,168.30771207809448,93
563,2012-12-23,225.80800008773804,225.80800008773804,152
564,2012-12-23,294.44787645339966,294.44787645339966,196
565,2012-12-23,301.4127926826477,301.4127926826477,186
566,2012-12-23,305.00184535980225,305.00184535980225,175
567,2012-12-23,313.97935342788696,313.97935342788696,137
568,2012-12-23,281.61216592788696,281.61216592788696,190
569,2012-12-23,241.48202514648438,241.48202514648438,114
570,2012-12-23,210.67495727539062,210.67495727539062,93
571,2012-12-23,214.08359909057617,214.08359909057617,58
572,2012-12-23,132.57114601135254,132.57114601135254,52
573,2012-12-23,129.5802493095398,129.5802493095398,42
574,2012-12-23,96.1656985282898,96.1656985282898,58
575,2012-12-23,86.3936038017273,86.3936038017273,25
576,2012-12-29,78.3365969657898,78.3365969657898,26
577,2012-12-29,56.636279582977295,56.636279582977295,37
578,2012-12-29,47.913745403289795,47.913745403289795,19
579,2012-12-29,23.143237590789795,23.143237590789795,6
580,2012-12-29,3.210376262664795,3.210376262664795,3
581,2012-12-29,1.078174114227295,1.078174114227295,3
582,2012-12-29,-2.1908936500549316,-2.1908936500549316,7
583,2012-12-29,5.882714748382568,5.882714748382568,18
584,2012-12-29,48.07871437072754,48.07871437072754,44
585,2012-12-29,104.24424171447754,104.24424171447754,49
586,2012-12-29,35.875887393951416,35.875887393951416,41
587,2012-12-29,105.29067754745483,105.29067754745483,45
588,2012-12-29,146.51477193832397,146.51477193832397,48
589,2012-12-29,146.36633443832397,146.36633443832397,84
590,2012-12-29,228.78709888458252,228.78709888458252,98
591,2012-12-29,227.86961841583252,227.86961841583252,129
592,2012-12-29,205.06874990463257,205.06874990463257,147
593,2012-12-29,191.55873775482178,191.55873775482178,118
594,2012-12-29,156.86146545410156,156.86146545410156,110
595,2012-12-29,141.08465337753296,141.08465337753296,97
596,2012-12-29,70.28453588485718,70.28453588485718,66
597,2012-12-29,77.91421413421631,77.91421413421631,60
598,2012-12-29,67.42885732650757,67.42885732650757,54
599,2012-12-29,63.50429677963257,63.50429677963257,32
600,2012-12-30,59.29006338119507,59.29006338119507,41
601,2012-12-30,14.540063381195068,14.540063381195068,28
602,2012-12-30,15.546411037445068,15.546411037445068,19
603,2012-12-30,-23.06979990005493,-23.06979990005493,15
604,2012-12-30,-13.562963962554932,-13.562963962554932,7
605,2012-12-30,-35.14377450942993,-35.14377450942993,2
606,2012-12-30,-44.050976276397705,-44.050976276397705,8
607,2012-12-30,-13.554150104522705,-13.554150104522705,13
608,2012-12-30,16.51639223098755,16.51639223098755,33
609,2012-12-30,84.47122621536255,84.47122621536255,74
610,2012-12-30,160.67308473587036,160.67308473587036,122
611,2012-12-30,219.57835817337036,219.57835817337036,136
612,2012-12-30,250.7183437347412,250.7183437347412,144
613,2012-12-30,258.479615688324,258.479615688324,169
614,2012-12-30,273.406373500824,273.406373500824,160
615,2012-12-30,269.76953172683716,269.76953172683716,138
616,2012-12-30,227.43017625808716,227.43017625808716,133
617,2012-12-30,207.65794801712036,207.65794801712036,123
618,2012-12-30,160.05045318603516,160.05045318603516,125
619,2012-12-30,200.21451663970947,200.21451663970947,102
620,2012-12-30,89.85952615737915,89.85952615737915,72
621,2012-12-30,110.94144439697266,110.94144439697266,47
622,2012-12-30,81.20841217041016,81.20841217041016,36
623,2012-12-30,55.536537170410156,55.536537170410156,49
